nombre_japones,nombre,habilidades,contraataque_insecto,contraataque_siniestro,contraataque_dragon,contraataque_electrico,contraataque_hada,contraataque_lucha,contraataque_fuego,contraataque_volador,contraataque_fantasma,contraataque_planta,contraataque_tierra,contraataque_hielo,contraataque_normal,contraataque_veneno,contraataque_psiquico,contraataque_roca,contraataque_acero,contraataque_agua,ataque,pasos_base_para_eclosion,felicidad_base,total_base,Probabilidad_de_captura,clasificacion,defensa,crecimiento_experiencia,altura_(m),Puntos_de_salud,%_macho,No_Pokedex,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_(kg),generacion,es_legendario
Palkiaパルキア,Palkia,"Pressure, Telepathy",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,-1.0,484,150,120,100,Water,Dragon,336.0,4,1
Heatranヒードラン,Heatran,"Flash Fire, Flame Body",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,50.0,485,130,106,77,Fire,Steel,430.0,4,1
Regigigasレジギガス,Regigigas,Slow Start,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,3,Colossal Pokémon,110,1250000,3.7,110,-1.0,486,80,110,100,Normal,Ninguno,420.0,4,1
Giratina (another Forme)ギラティナ,Giratina,"Pressure, Telepathy, Levitate",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,-1.0,487,120,100,90,Ghost,Dragon,750.0,4,1
Cresseliaクレセリア,Cresselia,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,0.0,488,75,130,85,Psychic,Ninguno,85.6,4,1
Phioneフィオネ,Phione,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,-1.0,489,80,80,80,Water,Ninguno,3.1,4,0
Manaphyマナフィ,Manaphy,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,-1.0,490,100,100,100,Water,Ninguno,1.4,4,1
Darkraiダークライ,Darkrai,Bad Dreams,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,-1.0,491,135,90,125,Dark,Ninguno,50.5,4,1
Shaymin (sky Forme)シェイミ,Shaymin,"Natural Cure, Serene Grace",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,-1.0,492,120,75,127,Grass,Grass,2.1,4,1
Arceusアルセウス,Arceus,Multitype,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,-1.0,493,120,120,120,Normal,Ninguno,320.0,4,1
Victiniビクティニ,Victini,Victory Star,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,-1.0,494,100,100,100,Psychic,Fire,4.0,5,1
Tsutarjaツタージャ,Snivy,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,88.1,495,45,55,63,Grass,Ninguno,8.1,5,0
Janovyジャノビー,Servine,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,88.1,496,60,75,83,Grass,Ninguno,16.0,5,0
Jalordaジャローダ,Serperior,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,88.1,497,75,95,113,Grass,Ninguno,63.0,5,0
Pokabuポカブ,Tepig,"Blaze, Thick Fat",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,88.1,498,45,45,45,Fire,Ninguno,9.9,5,0
Chaobooチャオブー,Pignite,"Blaze, Thick Fat",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1.0,90,88.1,499,70,55,55,Fire,Fighting,55.5,5,0
Enbuohエンブオー,Emboar,"Blaze, Reckless",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,88.1,500,100,65,65,Fire,Fighting,150.0,5,0
Mijumaruミジュマル,Oshawott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,88.1,501,63,45,45,Water,Ninguno,5.9,5,0
Futachimaruフタチマル,Dewott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,88.1,502,83,60,60,Water,Ninguno,24.5,5,0
Daikenkiダイケンキ,Samurott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,88.1,503,108,70,70,Water,Ninguno,94.6,5,0
Minezumiミネズミ,Patrat,"Run Away, Keen Eye, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,50.0,504,35,39,42,Normal,Ninguno,11.6,5,0
Miruhogミルホッグ,Watchog,"Illuminate, Keen Eye, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,50.0,505,60,69,77,Normal,Ninguno,27.0,5,0
Yorterrieヨーテリー,Lillipup,"Vital Spirit, Pickup, Run Away",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,50.0,506,25,45,55,Normal,Ninguno,4.1,5,0
Herderrieハーデリア,Herdier,"Intimidate, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,50.0,507,35,65,60,Normal,Ninguno,14.7,5,0
Moolandムーランド,Stoutland,"Intimidate, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,50.0,508,45,90,80,Normal,Ninguno,61.0,5,0
Choronekoチョロネコ,Purrloin,"Limber, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,50.0,509,50,37,66,Dark,Ninguno,10.1,5,0
Lepardasレパルダス,Liepard,"Limber, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,50.0,510,88,50,106,Dark,Ninguno,37.5,5,0
Yanappuヤナップ,Pansage,"Gluttony, Overgrow",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,88.1,511,53,48,64,Grass,Ninguno,10.5,5,0
Yanakkieヤナッキー,Simisage,"Gluttony, Overgrow",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,88.1,512,98,63,101,Grass,Ninguno,30.5,5,0
Baoppuバオップ,Pansear,"Gluttony, Blaze",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,88.1,513,53,48,64,Fire,Ninguno,11.0,5,0
Baokkieバオッキー,Simisear,"Gluttony, Blaze",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,88.1,514,98,63,101,Fire,Ninguno,28.0,5,0
Hiyappuヒヤップ,Panpour,"Gluttony, Torrent",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,88.1,515,53,48,64,Water,Ninguno,13.5,5,0
Hiyakkieヒヤッキー,Simipour,"Gluttony, Torrent",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,88.1,516,98,63,101,Water,Ninguno,29.0,5,0
Munnaムンナ,Munna,"Forewarn, Synchronize, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,50.0,517,67,55,24,Psychic,Ninguno,23.3,5,0
Musharnaムシャーナ,Musharna,"Forewarn, Synchronize, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,50.0,518,107,95,29,Psychic,Ninguno,60.5,5,0
Mamepatoマメパト,Pidove,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,50.0,519,36,30,43,Normal,Flying,2.1,5,0
Hatobohハトーボー,Tranquill,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,50.0,520,50,42,65,Normal,Flying,15.0,5,0
Kenhallowケンホロウ,Unfezant,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,50.0,521,65,55,93,Normal,Flying,29.0,5,0
Shimamaシママ,Blitzle,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,50.0,522,50,32,76,Electric,Ninguno,29.8,5,0
Zebraikaゼブライカ,Zebstrika,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,50.0,523,80,63,116,Electric,Ninguno,79.5,5,0
Dangoroダンゴロ,Roggenrola,"Sturdy, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,50.0,524,25,25,15,Rock,Ninguno,18.0,5,0
Gantleガントル,Boldore,"Sturdy, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,50.0,525,50,40,20,Rock,Ninguno,102.0,5,0
Gigaiathギガイアス,Gigalith,"Sturdy, Sand Stream, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,50.0,526,60,80,25,Rock,Ninguno,260.0,5,0
Koromoriコロモリ,Woobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,50.0,527,55,43,72,Psychic,Flying,2.1,5,0
Kokoromoriココロモリ,Swoobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,50.0,528,77,55,114,Psychic,Flying,10.5,5,0
Mogurewモグリュー,Drilbur,"Sand Rush, Sand Force, Mold Breaker",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,50.0,529,30,45,68,Ground,Ninguno,8.5,5,0
Doryuzuドリュウズ,Excadrill,"Sand Rush, Sand Force, Mold Breaker",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,50.0,530,50,65,88,Ground,Steel,40.4,5,0
Tabunneタブンネ,Audino,"Healer, Regenerator, Klutz",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,50.0,531,80,126,50,Normal,Ninguno,31.0,5,0
Dokkorerドッコラー,Timburr,"Guts, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,75.4,532,25,35,35,Fighting,Ninguno,12.5,5,0
Dotekkotsuドテッコツ,Gurdurr,"Guts, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,75.4,533,40,50,40,Fighting,Ninguno,40.0,5,0
Roubushinローブシン,Conkeldurr,"Guts, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,75.4,534,55,65,45,Fighting,Ninguno,87.0,5,0
Otamaroオタマロ,Tympole,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,50.0,535,50,40,64,Water,Ninguno,4.5,5,0
Gamagaruガマガル,Palpitoad,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,50.0,536,65,55,69,Water,Ground,17.0,5,0
Gamagerogeガマゲロゲ,Seismitoad,"Swift Swim, Poison Touch, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,50.0,537,85,75,74,Water,Ground,62.0,5,0
Nagekiナゲキ,Throh,"Guts, Inner Focus, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,100.0,538,30,85,45,Fighting,Ninguno,55.5,5,0
Dagekiダゲキ,Sawk,"Sturdy, Inner Focus, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,100.0,539,30,75,85,Fighting,Ninguno,51.0,5,0
Kurumiruクルミル,Sewaddle,"Swarm, Chlorophyll, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,50.0,540,40,60,42,Bug,Grass,2.5,5,0
Kurumayuクルマユ,Swadloon,"Leaf Guard, Chlorophyll, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,50.0,541,50,80,42,Bug,Grass,7.3,5,0
Hahakomoriハハコモリ,Leavanny,"Swarm, Chlorophyll, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,50.0,542,70,80,92,Bug,Grass,20.5,5,0
Fushideフシデ,Venipede,"Poison Point, Swarm, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,50.0,543,30,39,57,Bug,Poison,5.3,5,0
Wheegaホイーガ,Whirlipede,"Poison Point, Swarm, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,50.0,544,40,79,47,Bug,Poison,58.5,5,0
Pendrorペンドラー,Scolipede,"Poison Point, Swarm, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,50.0,545,55,69,112,Bug,Poison,200.5,5,0
Monmenモンメン,Cottonee,"Prankster, Infiltrator, Chlorophyll",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,50.0,546,37,50,66,Grass,Fairy,0.6,5,0
Elfuunエルフーン,Whimsicott,"Prankster, Infiltrator, Chlorophyll",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,50.0,547,77,75,116,Grass,Fairy,6.6,5,0
Churineチュリネ,Petilil,"Chlorophyll, Own Tempo, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,0.0,548,70,50,30,Grass,Ninguno,6.6,5,0
Dredearドレディア,Lilligant,"Chlorophyll, Own Tempo, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,0.0,549,110,75,90,Grass,Ninguno,16.3,5,0
Bassraoバスラオ,Basculin,"Reckless, Rock Head, Adaptability, Mold Breaker",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,50.0,550,80,55,98,Water,Ninguno,18.0,5,0
Megurocoメグロコ,Sandile,"Intimidate, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,50.0,551,35,35,65,Ground,Dark,15.2,5,0
Waruvileワルビル,Krokorok,"Intimidate, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,50.0,552,45,45,74,Ground,Dark,33.4,5,0
Waruvialワルビアル,Krookodile,"Intimidate, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,50.0,553,65,70,92,Ground,Dark,96.3,5,0
Darumakkaダルマッカ,Darumaka,"Hustle, Inner Focus",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,50.0,554,15,45,50,Fire,Ninguno,37.5,5,0
Hihidarumaヒヒダルマ,Darmanitan,"Sheer Force, Zen Mode",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,50.0,555,140,105,55,Fire,Fire,92.9,5,0
Maracacchiマラカッチ,Maractus,"Water Absorb, Chlorophyll, Storm Drain",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,1.0,75,50.0,556,106,67,60,Grass,Ninguno,28.0,5,0
Ishizumaiイシズマイ,Dwebble,"Sturdy, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,50.0,557,35,35,55,Bug,Rock,14.5,5,0
Iwapalaceイワパレス,Crustle,"Sturdy, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,50.0,558,65,75,45,Bug,Rock,200.0,5,0
Zurugguズルッグ,Scraggy,"Shed Skin, Moxie, Intimidate",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,50.0,559,35,70,48,Dark,Fighting,11.8,5,0
Zuruzukinズルズキン,Scrafty,"Shed Skin, Moxie, Intimidate",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,50.0,560,45,115,58,Dark,Fighting,30.0,5,0
Symbolerシンボラー,Sigilyph,"Wonder Skin , Magic Guard, Tinted Lens",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,50.0,561,103,80,97,Psychic,Flying,14.0,5,0
Desumasuデスマス,Yamask,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,50.0,562,55,65,30,Ghost,Ninguno,1.5,5,0
Desukarnデスカーン,Cofagrigus,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,50.0,563,95,105,30,Ghost,Ninguno,76.5,5,0
Protogaプロトーガ,Tirtouga,"Solid Rock, Sturdy, Swift Swim",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,88.1,564,53,45,22,Water,Rock,16.5,5,0
